"Department","Category","Supplier","Year","Month","Dept.By.Year","Categ.By.Year","Total.Sales"
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,2,"WIDGETS 2016","BLUE WIDGETS 2016",29205
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,2,"WIDGETS 2016","BLUE WIDGETS 2016",29826
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,2,"WIDGETS 2016","BLUE WIDGETS 2016",29706
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,3,"WIDGETS 2016","BLUE WIDGETS 2016",48881
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,3,"WIDGETS 2016","BLUE WIDGETS 2016",48508
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,3,"WIDGETS 2016","BLUE WIDGETS 2016",48312
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,4,"WIDGETS 2016","BLUE WIDGETS 2016",67991
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,4,"WIDGETS 2016","BLUE WIDGETS 2016",67954
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,4,"WIDGETS 2016","BLUE WIDGETS 2016",67926
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,5,"WIDGETS 2016","BLUE WIDGETS 2016",101383
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,5,"WIDGETS 2016","BLUE WIDGETS 2016",101279
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,5,"WIDGETS 2016","BLUE WIDGETS 2016",101243
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,6,"WIDGETS 2016","BLUE WIDGETS 2016",171413
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,6,"WIDGETS 2016","BLUE WIDGETS 2016",171316
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,6,"WIDGETS 2016","BLUE WIDGETS 2016",170722
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,7,"WIDGETS 2016","BLUE WIDGETS 2016",210798
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,7,"WIDGETS 2016","BLUE WIDGETS 2016",211325
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,7,"WIDGETS 2016","BLUE WIDGETS 2016",211864
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,8,"WIDGETS 2016","BLUE WIDGETS 2016",235251
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,8,"WIDGETS 2016","BLUE WIDGETS 2016",234533
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,8,"WIDGETS 2016","BLUE WIDGETS 2016",235065
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,9,"WIDGETS 2016","BLUE WIDGETS 2016",186780
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,9,"WIDGETS 2016","BLUE WIDGETS 2016",187511
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,9,"WIDGETS 2016","BLUE WIDGETS 2016",187755
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,10,"WIDGETS 2016","BLUE WIDGETS 2016",116066
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,10,"WIDGETS 2016","BLUE WIDGETS 2016",117020
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,10,"WIDGETS 2016","BLUE WIDGETS 2016",116938
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,11,"WIDGETS 2016","BLUE WIDGETS 2016",67969
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,11,"WIDGETS 2016","BLUE WIDGETS 2016",67895
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,11,"WIDGETS 2016","BLUE WIDGETS 2016",68606
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2016,12,"WIDGETS 2016","BLUE WIDGETS 2016",75831
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2016,12,"WIDGETS 2016","BLUE WIDGETS 2016",75993
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2016,12,"WIDGETS 2016","BLUE WIDGETS 2016",76136
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,1,"WIDGETS 2017","BLUE WIDGETS 2017",20731
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,1,"WIDGETS 2017","BLUE WIDGETS 2017",20828
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,1,"WIDGETS 2017","BLUE WIDGETS 2017",20944
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,2,"WIDGETS 2017","BLUE WIDGETS 2017",30821
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,2,"WIDGETS 2017","BLUE WIDGETS 2017",30352
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,2,"WIDGETS 2017","BLUE WIDGETS 2017",31067
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,3,"WIDGETS 2017","BLUE WIDGETS 2017",32949
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,3,"WIDGETS 2017","BLUE WIDGETS 2017",32548
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,3,"WIDGETS 2017","BLUE WIDGETS 2017",33081
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,4,"WIDGETS 2017","BLUE WIDGETS 2017",72321
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,4,"WIDGETS 2017","BLUE WIDGETS 2017",74128
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,4,"WIDGETS 2017","BLUE WIDGETS 2017",71504
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,5,"WIDGETS 2017","BLUE WIDGETS 2017",109818
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,5,"WIDGETS 2017","BLUE WIDGETS 2017",108478
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,5,"WIDGETS 2017","BLUE WIDGETS 2017",109144
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,6,"WIDGETS 2017","BLUE WIDGETS 2017",159774
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,6,"WIDGETS 2017","BLUE WIDGETS 2017",159941
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,6,"WIDGETS 2017","BLUE WIDGETS 2017",160635
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,7,"WIDGETS 2017","BLUE WIDGETS 2017",197234
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,7,"WIDGETS 2017","BLUE WIDGETS 2017",197592
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,7,"WIDGETS 2017","BLUE WIDGETS 2017",193514
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,8,"WIDGETS 2017","BLUE WIDGETS 2017",216294
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,8,"WIDGETS 2017","BLUE WIDGETS 2017",217873
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,8,"WIDGETS 2017","BLUE WIDGETS 2017",216908
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,9,"WIDGETS 2017","BLUE WIDGETS 2017",177111
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,9,"WIDGETS 2017","BLUE WIDGETS 2017",176963
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,9,"WIDGETS 2017","BLUE WIDGETS 2017",176511
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,10,"WIDGETS 2017","BLUE WIDGETS 2017",106083
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,10,"WIDGETS 2017","BLUE WIDGETS 2017",104565
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,10,"WIDGETS 2017","BLUE WIDGETS 2017",107767
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,11,"WIDGETS 2017","BLUE WIDGETS 2017",66876
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,11,"WIDGETS 2017","BLUE WIDGETS 2017",68365
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,11,"WIDGETS 2017","BLUE WIDGETS 2017",69800
"WIDGETS","BLUE WIDGETS","Blue Like Widgets",2017,12,"WIDGETS 2017","BLUE WIDGETS 2017",87003
"WIDGETS","BLUE WIDGETS","Blue Widget Corp",2017,12,"WIDGETS 2017","BLUE WIDGETS 2017",85796
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling",2017,12,"WIDGETS 2017","BLUE WIDGETS 2017",87135
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,1,"ZIDGETS 2014","BLUE ZIDGETS 2014",901
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,1,"ZIDGETS 2014","BLUE ZIDGETS 2014",1006
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,1,"ZIDGETS 2014","BLUE ZIDGETS 2014",881
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,2,"ZIDGETS 2014","BLUE ZIDGETS 2014",1718
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,2,"ZIDGETS 2014","BLUE ZIDGETS 2014",1516
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,2,"ZIDGETS 2014","BLUE ZIDGETS 2014",1647
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,3,"ZIDGETS 2014","BLUE ZIDGETS 2014",2780
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,3,"ZIDGETS 2014","BLUE ZIDGETS 2014",2720
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,3,"ZIDGETS 2014","BLUE ZIDGETS 2014",2694
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,4,"ZIDGETS 2014","BLUE ZIDGETS 2014",4441
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,4,"ZIDGETS 2014","BLUE ZIDGETS 2014",4413
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,4,"ZIDGETS 2014","BLUE ZIDGETS 2014",4681
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,5,"ZIDGETS 2014","BLUE ZIDGETS 2014",9473
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,5,"ZIDGETS 2014","BLUE ZIDGETS 2014",9488
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,5,"ZIDGETS 2014","BLUE ZIDGETS 2014",9744
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,6,"ZIDGETS 2014","BLUE ZIDGETS 2014",16892
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,6,"ZIDGETS 2014","BLUE ZIDGETS 2014",17278
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,6,"ZIDGETS 2014","BLUE ZIDGETS 2014",17178
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,7,"ZIDGETS 2014","BLUE ZIDGETS 2014",32565
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,7,"ZIDGETS 2014","BLUE ZIDGETS 2014",32657
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,7,"ZIDGETS 2014","BLUE ZIDGETS 2014",32706
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,8,"ZIDGETS 2014","BLUE ZIDGETS 2014",32613
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,8,"ZIDGETS 2014","BLUE ZIDGETS 2014",32869
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,8,"ZIDGETS 2014","BLUE ZIDGETS 2014",32776
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,9,"ZIDGETS 2014","BLUE ZIDGETS 2014",15193
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,9,"ZIDGETS 2014","BLUE ZIDGETS 2014",15277
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,9,"ZIDGETS 2014","BLUE ZIDGETS 2014",15082
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,10,"ZIDGETS 2014","BLUE ZIDGETS 2014",7709
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,10,"ZIDGETS 2014","BLUE ZIDGETS 2014",7728
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,10,"ZIDGETS 2014","BLUE ZIDGETS 2014",7756
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,11,"ZIDGETS 2014","BLUE ZIDGETS 2014",3117
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,11,"ZIDGETS 2014","BLUE ZIDGETS 2014",3178
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,11,"ZIDGETS 2014","BLUE ZIDGETS 2014",3047
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2014,12,"ZIDGETS 2014","BLUE ZIDGETS 2014",6729
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2014,12,"ZIDGETS 2014","BLUE ZIDGETS 2014",6731
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2014,12,"ZIDGETS 2014","BLUE ZIDGETS 2014",6623
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,1,"ZIDGETS 2015","BLUE ZIDGETS 2015",1632
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,1,"ZIDGETS 2015","BLUE ZIDGETS 2015",1621
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,1,"ZIDGETS 2015","BLUE ZIDGETS 2015",1626
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,2,"ZIDGETS 2015","BLUE ZIDGETS 2015",1446
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,2,"ZIDGETS 2015","BLUE ZIDGETS 2015",1333
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,2,"ZIDGETS 2015","BLUE ZIDGETS 2015",1392
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,3,"ZIDGETS 2015","BLUE ZIDGETS 2015",2215
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,3,"ZIDGETS 2015","BLUE ZIDGETS 2015",2213
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,3,"ZIDGETS 2015","BLUE ZIDGETS 2015",2221
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,4,"ZIDGETS 2015","BLUE ZIDGETS 2015",4442
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,4,"ZIDGETS 2015","BLUE ZIDGETS 2015",4600
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,4,"ZIDGETS 2015","BLUE ZIDGETS 2015",4265
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,5,"ZIDGETS 2015","BLUE ZIDGETS 2015",9254
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,5,"ZIDGETS 2015","BLUE ZIDGETS 2015",9321
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,5,"ZIDGETS 2015","BLUE ZIDGETS 2015",9215
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,6,"ZIDGETS 2015","BLUE ZIDGETS 2015",18348
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,6,"ZIDGETS 2015","BLUE ZIDGETS 2015",18357
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,6,"ZIDGETS 2015","BLUE ZIDGETS 2015",18608
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,7,"ZIDGETS 2015","BLUE ZIDGETS 2015",24416
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,7,"ZIDGETS 2015","BLUE ZIDGETS 2015",24503
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,7,"ZIDGETS 2015","BLUE ZIDGETS 2015",24331
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,8,"ZIDGETS 2015","BLUE ZIDGETS 2015",27884
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,8,"ZIDGETS 2015","BLUE ZIDGETS 2015",27952
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,8,"ZIDGETS 2015","BLUE ZIDGETS 2015",27563
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,9,"ZIDGETS 2015","BLUE ZIDGETS 2015",14441
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,9,"ZIDGETS 2015","BLUE ZIDGETS 2015",14478
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,9,"ZIDGETS 2015","BLUE ZIDGETS 2015",14467
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,10,"ZIDGETS 2015","BLUE ZIDGETS 2015",5884
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,10,"ZIDGETS 2015","BLUE ZIDGETS 2015",5808
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,10,"ZIDGETS 2015","BLUE ZIDGETS 2015",5692
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,11,"ZIDGETS 2015","BLUE ZIDGETS 2015",4142
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,11,"ZIDGETS 2015","BLUE ZIDGETS 2015",4026
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,11,"ZIDGETS 2015","BLUE ZIDGETS 2015",4221
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2015,12,"ZIDGETS 2015","BLUE ZIDGETS 2015",5591
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2015,12,"ZIDGETS 2015","BLUE ZIDGETS 2015",5576
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2015,12,"ZIDGETS 2015","BLUE ZIDGETS 2015",5802
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,1,"ZIDGETS 2016","BLUE ZIDGETS 2016",1344
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,1,"ZIDGETS 2016","BLUE ZIDGETS 2016",1426
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,1,"ZIDGETS 2016","BLUE ZIDGETS 2016",1314
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,2,"ZIDGETS 2016","BLUE ZIDGETS 2016",1292
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,2,"ZIDGETS 2016","BLUE ZIDGETS 2016",1445
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,2,"ZIDGETS 2016","BLUE ZIDGETS 2016",1304
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,3,"ZIDGETS 2016","BLUE ZIDGETS 2016",2881
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,3,"ZIDGETS 2016","BLUE ZIDGETS 2016",2946
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,3,"ZIDGETS 2016","BLUE ZIDGETS 2016",2850
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,4,"ZIDGETS 2016","BLUE ZIDGETS 2016",2312
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,4,"ZIDGETS 2016","BLUE ZIDGETS 2016",2321
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,4,"ZIDGETS 2016","BLUE ZIDGETS 2016",2411
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,5,"ZIDGETS 2016","BLUE ZIDGETS 2016",7073
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,5,"ZIDGETS 2016","BLUE ZIDGETS 2016",6683
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,5,"ZIDGETS 2016","BLUE ZIDGETS 2016",6982
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,6,"ZIDGETS 2016","BLUE ZIDGETS 2016",15391
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,6,"ZIDGETS 2016","BLUE ZIDGETS 2016",15714
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,6,"ZIDGETS 2016","BLUE ZIDGETS 2016",15548
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,7,"ZIDGETS 2016","BLUE ZIDGETS 2016",24942
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,7,"ZIDGETS 2016","BLUE ZIDGETS 2016",24921
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,7,"ZIDGETS 2016","BLUE ZIDGETS 2016",24717
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,8,"ZIDGETS 2016","BLUE ZIDGETS 2016",28396
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,8,"ZIDGETS 2016","BLUE ZIDGETS 2016",28232
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,8,"ZIDGETS 2016","BLUE ZIDGETS 2016",28859
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,9,"ZIDGETS 2016","BLUE ZIDGETS 2016",11982
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,9,"ZIDGETS 2016","BLUE ZIDGETS 2016",12078
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,9,"ZIDGETS 2016","BLUE ZIDGETS 2016",11998
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,10,"ZIDGETS 2016","BLUE ZIDGETS 2016",5178
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,10,"ZIDGETS 2016","BLUE ZIDGETS 2016",5204
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,10,"ZIDGETS 2016","BLUE ZIDGETS 2016",5285
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,11,"ZIDGETS 2016","BLUE ZIDGETS 2016",3337
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,11,"ZIDGETS 2016","BLUE ZIDGETS 2016",3370
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,11,"ZIDGETS 2016","BLUE ZIDGETS 2016",3490
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2016,12,"ZIDGETS 2016","BLUE ZIDGETS 2016",4029
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2016,12,"ZIDGETS 2016","BLUE ZIDGETS 2016",4092
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2016,12,"ZIDGETS 2016","BLUE ZIDGETS 2016",3957
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,1,"ZIDGETS 2017","BLUE ZIDGETS 2017",1099
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,1,"ZIDGETS 2017","BLUE ZIDGETS 2017",1169
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,1,"ZIDGETS 2017","BLUE ZIDGETS 2017",1087
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,2,"ZIDGETS 2017","BLUE ZIDGETS 2017",1185
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,2,"ZIDGETS 2017","BLUE ZIDGETS 2017",1021
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,2,"ZIDGETS 2017","BLUE ZIDGETS 2017",1111
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,3,"ZIDGETS 2017","BLUE ZIDGETS 2017",1234
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,3,"ZIDGETS 2017","BLUE ZIDGETS 2017",1330
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,3,"ZIDGETS 2017","BLUE ZIDGETS 2017",1541
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,4,"ZIDGETS 2017","BLUE ZIDGETS 2017",4648
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,4,"ZIDGETS 2017","BLUE ZIDGETS 2017",4974
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,4,"ZIDGETS 2017","BLUE ZIDGETS 2017",4435
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,5,"ZIDGETS 2017","BLUE ZIDGETS 2017",6002
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,5,"ZIDGETS 2017","BLUE ZIDGETS 2017",5847
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,5,"ZIDGETS 2017","BLUE ZIDGETS 2017",6060
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,6,"ZIDGETS 2017","BLUE ZIDGETS 2017",12059
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,6,"ZIDGETS 2017","BLUE ZIDGETS 2017",12135
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,6,"ZIDGETS 2017","BLUE ZIDGETS 2017",12006
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,7,"ZIDGETS 2017","BLUE ZIDGETS 2017",19282
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,7,"ZIDGETS 2017","BLUE ZIDGETS 2017",19714
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,7,"ZIDGETS 2017","BLUE ZIDGETS 2017",19001
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,8,"ZIDGETS 2017","BLUE ZIDGETS 2017",21603
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,8,"ZIDGETS 2017","BLUE ZIDGETS 2017",22099
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,8,"ZIDGETS 2017","BLUE ZIDGETS 2017",22324
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,9,"ZIDGETS 2017","BLUE ZIDGETS 2017",10396
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,9,"ZIDGETS 2017","BLUE ZIDGETS 2017",10700
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,9,"ZIDGETS 2017","BLUE ZIDGETS 2017",10892
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,10,"ZIDGETS 2017","BLUE ZIDGETS 2017",5061
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,10,"ZIDGETS 2017","BLUE ZIDGETS 2017",4789
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,10,"ZIDGETS 2017","BLUE ZIDGETS 2017",5634
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,11,"ZIDGETS 2017","BLUE ZIDGETS 2017",3284
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,11,"ZIDGETS 2017","BLUE ZIDGETS 2017",2724
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,11,"ZIDGETS 2017","BLUE ZIDGETS 2017",2913
"ZIDGETS","BLUE ZIDGETS","Blue Like Zidgets",2017,12,"ZIDGETS 2017","BLUE ZIDGETS 2017",5005
