"Department","Category","Supplier","Date.Sold","Year","Month","Dept.By.Year","Categ.By.Year","Total.Sales"
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-10",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",515
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-10",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",617
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-11",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",787
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-11",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",790
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-11",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",684
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-12",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1288
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-12",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1316
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-12",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1404
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-13",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1928
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-13",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1826
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-13",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1831
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-14",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",762
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-14",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",645
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-14",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",684
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-15",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2705
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-15",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2868
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-15",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2814
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-16",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",986
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-16",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",896
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-16",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",988
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-17",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",915
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-17",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",885
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-17",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",801
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-18",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",568
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-18",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",563
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-18",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",692
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-19",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",920
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-19",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",905
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-19",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",864
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-20",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1607
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-20",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1628
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-20",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1459
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-21",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2311
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-21",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2349
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-21",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2426
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-22",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2317
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-22",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2178
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-22",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2286
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-23",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1277
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-23",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1219
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-23",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1346
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-24",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",799
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-24",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",810
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-24",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",715
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-25",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",901
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-25",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",917
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-25",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",870
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-26",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",993
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-26",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1014
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-26",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1098
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-27",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",713
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-27",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",799
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-27",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",713
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-28",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",3642
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-28",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",3554
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-28",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",3426
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-29",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2400
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-29",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2448
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-29",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",2626
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-30",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1300
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-30",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1318
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-30",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1220
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-03-31",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1495
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-03-31",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1495
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-03-31",2015,3,"WIDGETS 2015","BLUE WIDGETS 2015",1544
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-01",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1128
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-01",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1206
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-01",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1257
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-02",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1789
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-02",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1757
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-02",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1811
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-03",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",3082
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-03",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",3133
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-03",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",3140
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-04",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",3069
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-04",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2967
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-04",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2926
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-05",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2149
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-05",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2141
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-05",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2219
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-06",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2417
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-06",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2322
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-06",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2412
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-07",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1337
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-07",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1549
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-07",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1471
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-08",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",677
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-08",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",652
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-08",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",691
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-09",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2168
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-09",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2400
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-09",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2291
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-10",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2312
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-10",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2224
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-10",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2264
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-11",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",4470
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-11",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",4770
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-11",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",4444
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-12",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2555
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-12",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2468
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-12",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2553
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-13",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1145
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-13",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1091
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-13",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1071
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-14",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",835
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-14",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",885
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-14",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",951
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-15",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1651
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-15",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1440
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-15",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1649
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-16",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",988
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-16",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1159
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-16",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1013
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-17",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2571
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-17",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2517
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-17",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2441
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-18",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",4449
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-18",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",4544
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-18",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",4641
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-19",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2325
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-19",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2311
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-19",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2195
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-20",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",903
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-20",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",903
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-20",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",890
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-21",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1478
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-21",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1535
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-21",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1652
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-22",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1205
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-22",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1298
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-22",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1124
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-23",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1203
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-23",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1132
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-23",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1254
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-24",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2768
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-24",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2934
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-24",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2794
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-25",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",6254
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-25",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",6160
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-25",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",6236
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-26",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",3392
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-26",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",3301
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-26",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",3205
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-27",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2155
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-27",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2234
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-27",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",2275
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-28",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1685
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-28",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1677
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-28",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1623
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-29",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1759
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-29",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1828
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-29",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1839
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-04-30",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1948
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-04-30",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1817
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-04-30",2015,4,"WIDGETS 2015","BLUE WIDGETS 2015",1859
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-01",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3272
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-01",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3261
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-01",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3430
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-02",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",6883
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-02",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",6783
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-02",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",6922
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-03",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3964
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-03",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3973
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-03",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",4055
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-04",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2685
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-04",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2661
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-04",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2899
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-05",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",1738
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-05",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",1709
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-05",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",1490
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-06",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2126
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-06",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2167
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-06",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2207
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-07",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2905
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-07",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2880
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-07",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2891
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-08",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3846
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-08",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3872
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-08",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3783
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-09",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",8016
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-09",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",7871
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-09",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",8067
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-10",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",4985
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-10",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",4797
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-10",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",4751
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-11",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2233
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-11",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2401
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-11",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2391
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-12",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2134
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-12",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2057
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-12",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2207
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-13",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2663
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-13",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2682
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-13",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",2551
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-14",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3157
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-14",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3270
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-14",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",3400
"WIDGETS","BLUE WIDGETS","Blue Like Widgets","2015-05-15",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",4671
"WIDGETS","BLUE WIDGETS","Blue Widget Corp","2015-05-15",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",4746
"WIDGETS","BLUE WIDGETS","Blue Widgets Smiling","2015-05-15",2015,5,"WIDGETS 2015","BLUE WIDGETS 2015",4663
